process_data_ms,total_processing_ms,full_loop_ms,total time,accuracy
8.909,4.918,3.024,19.867,0.000
5.805,5.147,2.488,24.145,0.000
5.871,24.225,2.798,17.969,0.000
6.787,6.562,2.705,38.959,0.000
7.699,4.296,2.119,33.781,0.000
5.917,5.798,2.888,21.632,0.000
5.899,4.210,2.282,19.114,0.000
6.749,4.296,2.023,16.888,0.000
10.185,4.861,2.148,18.281,0.000
7.482,5.509,2.984,22.169,0.000
6.586,5.656,2.090,20.538,0.000
6.441,4.193,1.791,19.051,0.000
8.196,4.303,1.962,16.891,0.000
8.134,4.984,1.972,20.347,0.000
5.744,5.375,2.256,19.679,0.000
5.817,4.398,2.043,18.510,0.000
9.902,4.809,2.074,16.962,0.000
6.119,5.539,2.517,21.977,0.000
6.074,4.746,1.853,18.854,0.000
5.766,4.370,1.986,18.119,0.000
5.958,4.368,1.749,17.746,0.000
7.991,7.005,1.830,17.201,0.000
6.816,5.228,2.953,25.452,0.000
5.855,4.750,2.051,23.740,0.000
5.959,4.370,1.857,17.209,0.000
5.924,5.300,3.284,17.317,0.000
6.671,5.707,2.345,19.323,0.000
6.433,5.203,1.875,20.622,0.000
6.842,4.308,1.836,17.999,0.000
6.532,4.386,1.814,17.505,0.000
7.601,5.502,1.834,18.246,0.000
5.913,4.726,1.999,20.287,0.000
5.803,4.707,1.936,17.209,0.000
6.641,4.393,1.863,18.055,0.000
11.050,4.243,1.868,18.549,0.000
20.020,4.570,1.786,22.184,0.000
6.815,6.019,2.828,33.561,0.000
6.396,5.605,1.980,20.936,0.000
7.231,4.463,1.862,19.274,0.000
8.081,4.253,1.795,19.105,0.000
6.770,5.129,2.744,19.274,0.000
5.913,5.171,1.760,19.447,0.000
5.923,4.281,2.174,17.503,0.000
8.557,4.624,1.947,17.357,0.000
7.270,6.248,2.357,20.274,0.000
5.795,5.301,1.804,20.412,0.000
5.841,4.249,2.079,17.431,0.000
5.935,4.298,1.888,16.711,0.000
8.044,4.449,1.786,17.117,0.000
6.051,5.177,2.222,20.504,0.000
5.845,4.309,1.931,18.511,0.000
8.630,4.178,1.813,17.207,0.000
5.996,4.802,2.630,19.689,0.000
6.562,4.835,2.034,18.247,0.000
6.493,6.117,2.947,20.030,0.000
5.972,4.967,2.068,20.525,0.000
6.683,4.414,2.005,18.085,0.000
6.048,5.051,2.931,18.455,0.000
6.632,5.533,2.086,19.352,0.000
7.084,5.214,1.990,18.809,0.000
5.976,4.295,1.983,19.542,0.000
10.350,4.270,1.892,17.566,0.000
6.138,4.669,2.594,21.811,0.000
6.066,5.156,2.195,17.877,0.000
5.846,4.381,1.944,19.651,0.000
6.502,4.481,2.113,16.612,0.000
6.982,5.110,2.065,18.573,0.000
8.695,17.739,2.835,18.655,0.000
20.944,4.797,2.396,34.496,0.000
9.870,4.348,2.129,35.237,0.000
8.320,4.759,1.962,21.898,0.000
6.242,5.025,2.814,20.189,0.000
5.794,5.903,2.104,19.701,0.000
7.009,4.611,2.237,18.327,0.000
9.032,8.327,2.360,18.359,0.000
7.132,6.259,3.460,25.156,0.000
6.050,4.815,3.023,22.702,0.000
7.197,9.864,4.276,19.041,0.000
6.647,4.421,1.951,26.912,0.000
9.270,4.756,2.142,19.737,0.000
7.877,6.543,2.864,22.171,0.000
7.932,5.233,1.957,21.802,0.000
6.727,4.283,1.812,19.774,0.000
28.508,6.415,2.495,17.298,0.000
11.385,16.990,2.144,43.330,0.000
13.707,7.785,3.900,36.255,0.000
10.779,11.712,3.748,42.741,0.000
9.932,5.816,2.443,32.178,0.000
8.422,4.738,2.543,26.278,0.000
8.340,6.745,4.875,20.688,0.000
7.194,6.908,2.385,25.444,0.000
5.976,7.008,2.074,21.476,0.000
10.344,4.804,5.110,20.392,0.000
9.693,4.646,2.069,26.406,0.000
6.622,5.680,2.886,22.133,0.000
6.520,4.678,2.575,19.721,0.000
6.468,6.108,2.957,18.367,0.000
12.149,5.717,3.678,23.190,0.000
6.451,5.897,2.373,26.475,0.000
6.094,5.512,2.018,21.629,0.000
5.824,4.523,1.899,18.569,0.000
6.675,4.576,1.860,16.830,0.000
6.524,4.702,2.506,18.686,0.000
13.345,4.609,2.064,20.482,0.000
6.054,4.752,1.945,28.814,0.000
5.924,4.110,1.936,19.095,0.000
7.704,4.208,1.878,16.813,0.000
7.638,5.167,2.620,19.032,0.000
8.532,5.465,2.965,20.512,0.000
6.612,8.804,3.325,22.937,0.000
6.939,4.413,1.862,23.749,0.000
6.413,5.137,1.871,20.939,0.000
9.424,5.196,1.911,18.969,0.000
5.863,5.600,2.417,21.665,0.000
6.406,6.968,2.923,18.420,0.000
12.503,5.814,2.047,24.361,0.000
11.307,4.959,2.291,26.870,0.000
7.040,4.772,1.762,26.869,0.000
6.167,4.192,1.636,19.109,0.000
6.040,4.295,1.809,16.725,0.000
8.441,4.252,1.726,17.241,0.000
6.465,5.144,2.162,19.617,0.000
7.805,6.271,3.400,18.350,0.000
9.679,4.436,1.966,23.861,0.000
7.342,5.376,2.786,22.169,0.000
6.767,4.793,2.159,23.444,0.000
6.548,5.197,1.897,19.028,0.000
5.955,4.169,1.857,18.860,0.000
6.410,4.945,2.031,16.473,0.000
6.920,4.453,2.047,33.436,0.000
10.625,4.567,1.878,18.664,0.000
5.962,8.681,2.923,23.392,0.000
6.150,5.589,2.098,22.379,0.000
12.219,4.711,1.889,20.170,0.000
6.816,6.712,2.423,24.013,0.000
6.534,5.806,2.796,22.408,0.000
6.014,8.378,10.408,22.609,0.000
19.001,5.001,1.968,32.790,0.000
7.662,4.483,1.936,33.428,0.000
8.159,6.928,4.206,22.065,0.000
11.554,5.502,1.860,24.702,0.000
6.465,4.685,1.965,31.896,0.000
10.463,6.214,1.886,17.558,0.000
7.594,4.210,1.947,24.253,0.000
15.118,5.448,2.850,22.921,0.000
6.524,4.854,1.904,28.581,0.000
6.238,5.226,2.636,17.954,0.000
6.962,7.179,2.644,20.741,0.000
12.525,4.603,1.681,22.641,0.000
7.059,4.918,2.762,28.723,0.000
6.533,6.555,2.751,20.327,0.000
8.180,5.298,1.776,20.985,0.000
9.468,8.133,2.422,20.638,0.000
8.715,7.599,2.847,25.585,0.000
7.282,5.947,1.951,24.284,0.000
6.015,4.798,2.045,22.276,0.000
6.161,5.862,2.010,19.116,0.000
8.063,5.355,2.022,24.603,0.000
6.551,6.962,3.773,20.830,0.000
6.671,4.641,2.982,22.929,0.000
13.182,6.139,2.239,22.595,0.000
9.058,4.267,2.023,26.733,0.000
6.215,17.916,7.992,22.864,0.000
5.915,8.832,2.707,40.530,0.000
10.391,6.888,2.770,22.150,0.000
7.984,4.560,2.352,26.192,0.000
6.473,8.934,2.788,22.758,0.000
5.926,5.273,4.454,23.620,0.000
6.244,5.975,3.167,20.535,0.000
6.030,4.283,2.806,22.442,0.000
6.327,12.899,3.442,21.404,0.000
6.037,4.546,4.161,29.454,0.000
6.578,5.297,2.788,20.760,0.000
6.458,5.144,2.828,22.909,0.000
6.701,7.270,4.424,19.410,0.000
10.014,4.630,2.775,23.428,0.000
7.847,6.151,2.691,26.089,0.000
6.908,5.506,2.939,22.760,0.000
5.999,5.704,2.295,22.532,0.000
8.182,4.666,2.653,21.661,0.000
7.687,8.388,6.456,20.809,0.000
12.737,10.385,2.495,29.212,0.000
6.545,5.879,3.150,30.540,0.000
5.895,4.299,2.687,20.156,0.000
5.998,4.266,2.913,18.157,0.000
6.889,10.645,3.496,19.642,0.000
9.609,6.796,3.117,25.968,0.000
6.106,4.991,2.604,26.190,0.000
8.490,4.641,2.836,24.151,0.000
10.454,4.279,2.300,21.421,0.000
6.772,4.582,3.534,24.315,0.000
6.981,5.044,3.429,21.567,0.000
6.799,13.761,2.946,22.500,0.000
11.225,4.607,2.457,30.780,0.000
8.284,7.729,2.986,30.289,0.000
5.788,5.358,2.486,25.979,0.000
6.486,4.222,2.382,19.020,0.000
9.964,4.246,2.262,17.907,0.000
7.385,5.390,2.524,25.351,0.000
11.196,4.359,2.262,19.884,0.000
6.176,5.193,3.042,37.565,0.000
8.741,7.869,2.664,21.070,0.000
7.070,4.508,2.370,29.618,0.000
9.319,4.767,2.270,26.693,0.000
6.669,5.005,3.183,31.079,0.000
6.995,4.366,2.229,22.824,0.000
6.723,4.207,2.177,18.751,0.000
6.799,5.107,3.027,24.616,0.000
5.869,4.709,2.062,21.987,0.000
6.516,5.130,3.837,17.164,0.000
7.574,8.500,2.291,28.170,0.000
12.870,4.533,2.030,26.000,0.000
6.918,6.423,2.786,28.064,0.000
9.608,5.875,2.312,22.084,0.000
5.826,4.264,2.005,25.228,0.000
9.232,4.396,2.274,16.535,0.000
8.514,4.204,2.175,22.847,0.000
7.501,6.470,2.742,22.311,0.000
6.925,7.283,1.982,22.578,0.000
7.034,7.511,3.351,21.204,0.000
12.256,7.432,2.105,23.389,0.000
10.641,5.914,2.016,26.818,0.000
9.387,4.692,2.138,25.880,0.000
11.217,4.589,2.048,27.003,0.000
5.938,6.053,1.998,29.517,0.000
6.630,4.139,1.948,19.342,0.000
8.509,4.693,2.108,20.347,0.000
7.572,15.278,8.464,20.353,0.000
20.588,5.217,2.936,39.111,0.000
6.676,6.150,2.953,33.899,0.000
5.890,4.421,2.011,28.036,0.000
6.112,5.220,1.923,17.139,0.000
8.133,5.088,2.938,20.824,0.000
6.609,6.218,2.845,20.780,0.000
5.859,4.270,1.999,20.606,0.000
6.809,5.405,2.946,18.698,0.000
8.776,4.581,2.294,36.296,0.000
6.932,8.827,3.740,22.428,0.000
11.606,4.675,2.098,30.350,0.000
7.232,5.174,2.375,29.831,0.000
5.742,4.346,2.090,24.270,0.000
7.105,4.468,2.155,17.653,0.000
7.462,4.676,2.002,20.804,0.000
7.120,8.999,4.355,19.819,0.000
10.757,5.103,2.078,25.175,0.000
9.804,6.378,2.413,23.861,0.000
11.335,4.516,3.347,28.133,0.000
12.777,7.660,2.642,25.109,0.000
6.410,5.197,2.125,27.962,0.000
8.127,4.834,2.484,18.803,0.000
10.226,6.266,2.256,20.713,0.000
12.493,5.527,2.306,24.605,0.000
8.180,5.043,5.253,30.973,0.000
6.916,5.392,2.767,24.619,0.000
8.821,4.283,2.492,21.288,0.000
11.972,5.233,2.871,21.465,0.000
7.762,7.599,3.802,27.071,0.000
15.394,8.266,4.036,24.033,0.000
7.044,4.588,2.269,32.790,0.000
11.886,7.839,3.624,21.869,0.000
7.592,5.126,3.321,29.194,0.000
5.894,5.305,2.436,20.535,0.000
6.011,6.074,4.373,18.276,0.000
6.104,6.205,3.657,23.180,0.000
6.629,6.085,3.369,20.997,0.000
9.388,6.836,4.498,20.684,0.000
7.065,4.956,2.449,25.183,0.000
5.986,12.833,3.170,20.366,0.000
9.687,4.464,2.178,27.339,0.000
8.749,5.622,2.378,25.414,0.000
5.910,4.701,2.372,25.587,0.000
6.610,5.242,2.527,17.606,0.000
8.320,5.307,2.169,21.333,0.000
7.346,5.266,2.492,21.049,0.000
5.944,5.862,2.950,19.773,0.000
6.093,8.089,3.181,19.701,0.000
10.103,4.717,2.260,22.403,0.000
6.609,11.850,3.096,22.640,0.000
7.525,7.554,2.770,27.912,0.000
5.949,5.818,3.211,24.233,0.000
5.791,4.391,2.043,19.843,0.000
8.303,4.582,2.677,18.026,0.000
6.611,5.819,3.332,20.746,0.000
9.275,9.073,4.529,21.799,0.000
8.406,5.641,2.221,28.087,0.000
6.443,4.430,2.060,23.419,0.000
7.879,4.305,1.967,17.482,0.000
7.042,4.643,3.093,20.813,0.000
7.216,4.441,1.945,19.457,0.000
5.966,4.392,2.155,32.052,0.000
11.351,7.930,2.023,18.231,0.000
7.161,6.604,2.286,27.331,0.000
9.871,6.188,2.713,21.032,0.000
5.880,4.323,2.295,23.827,0.000
8.069,5.113,2.300,17.636,0.000
7.601,8.503,3.758,21.683,0.000
9.527,4.620,2.228,24.866,0.000
7.707,7.605,2.237,22.398,0.000
12.831,6.773,1.961,23.123,0.000
6.628,4.555,3.931,27.340,0.000
6.510,4.237,2.032,19.649,0.000
6.569,4.824,2.575,18.700,0.000
6.516,5.107,3.387,18.792,0.000
6.620,6.329,3.501,20.476,0.000
6.659,7.038,2.884,21.325,0.000
8.306,4.460,2.203,22.218,0.000
8.522,4.487,2.112,24.543,0.000
